Plant.ID;Treatment;DAS;Field.Capacity
1745AJ112;D;39;73.45520289
1745AJ112;D;40;73.85697067
1745AJ112;D;41;73.45520289
1745AJ112;D;42;73.45520289
1745AJ112;D;43;73.45520289
1745AJ112;D;44;73.85697067
1745AJ113;D;1;86.11088791
1745AJ113;D;5;87.31619124
1745AJ113;D;7;85.70912013
1745AJ113;D;8;85.30735235
1745AJ113;D;10;77.67376456
1745AJ113;D;11;77.27199679
1745AJ113;D;12;77.67376456
1745AJ113;D;13;77.67376456
1745AJ113;D;14;77.67376456
1745AJ113;D;15;77.27199679
1745AJ113;D;16;66.42426677
1745AJ113;D;17;57.18360787
1745AJ113;D;18;49.95178787
1745AJ113;D;19;45.13057453
1745AJ113;D;20;39.90759341
1745AJ113;D;21;34.68461229
1745AJ113;D;22;30.26516673
1745AJ113;D;23;26.24748895
1745AJ113;D;24;22.63157895
1745AJ116;WW;1;83.70028124
1745AJ116;WW;5;88.1197268
1745AJ116;WW;7;83.29851346
1745AJ116;WW;8;83.29851346
1745AJ116;WW;10;74.86139012
1745AJ116;WW;11;74.86139012
1745AJ116;WW;12;74.86139012
1745AJ116;WW;13;75.26315789
1745AJ116;WW;14;75.26315789
1745AJ116;WW;15;75.26315789
1745AJ116;WW;16;74.86139012
1745AJ116;WW;17;75.26315789
1745AJ116;WW;18;74.86139012
1745AJ116;WW;19;75.26315789
1745AJ116;WW;20;74.86139012
1745AJ116;WW;21;74.86139012
1745AJ116;WW;22;74.86139012
1745AJ116;WW;23;74.86139012
1745AJ116;WW;24;74.86139012
1745AJ116;WW;25;75.26315789
1745AJ116;WW;26;74.86139012
1745AJ116;WW;27;74.86139012
1745AJ116;WW;28;74.86139012
1745AJ116;WW;29;75.26315789
1745AJ122;WW;1;77.27199679
1745AJ122;WW;5;78.07553234
1745AJ122;WW;7;76.87022901
1745AJ122;WW;8;76.87022901
1745AJ122;WW;10;68.43310566
1745AJ122;WW;11;68.83487344
1745AJ122;WW;12;68.83487344
1745AJ122;WW;13;68.83487344
1745AJ122;WW;14;68.83487344
1745AJ122;WW;15;68.43310566
1745AJ122;WW;16;68.03133789
1745AJ122;WW;17;68.83487344
1745AJ122;WW;18;68.43310566
1745AJ122;WW;19;68.43310566
1745AJ122;WW;20;68.83487344
1745AJ122;WW;21;68.83487344
1745AJ122;WW;22;68.43310566
1745AJ122;WW;23;68.43310566
1745AJ122;WW;24;68.43310566
1745AJ122;WW;25;68.83487344
1745AJ122;WW;26;68.43310566
1745AJ122;WW;27;68.43310566
1745AJ122;WW;28;68.43310566
1745AJ122;WW;29;68.43310566
1745AJ122;WW;30;68.83487344
1745AJ122;WW;31;68.43310566
1745AJ122;WW;32;68.63398955
1745AJ122;WW;33;68.63398955
1745AJ122;WW;34;68.63398955
1745AJ122;WW;35;68.63398955
1745AJ122;WW;36;68.63398955
1745AJ122;WW;37;68.63398955
1745AJ122;WW;38;68.63398955
1745AJ122;WW;39;68.63398955
1745AJ122;WW;40;68.63398955
1745AJ122;WW;41;68.63398955
1745AJ122;WW;42;68.23222178
1745AJ122;WW;43;68.23222178
1745AJ122;WW;44;68.23222178
1745AJ124;D;1;90.12856569
1745AJ124;D;5;94.14624347
1745AJ124;D;7;90.12856569
1745AJ124;D;8;90.12856569
1745AJ124;D;10;81.69144235
1745AJ124;D;11;81.69144235
1745AJ124;D;12;81.69144235
1745AJ124;D;13;81.69144235
1745AJ124;D;14;81.69144235
1745AJ124;D;15;81.28967457
1745AJ124;D;16;71.64724789
1745AJ124;D;17;63.21012455
1745AJ124;D;18;55.57653676
1745AJ124;D;19;49.95178787
1745AJ124;D;20;45.53234231
1745AJ124;D;21;40.71112897
1745AJ124;D;22;36.29168341
1745AJ124;D;23;32.27400562
1745AJ124;D;24;29.0598634
1745AJ124;D;25;25.84572117
1745AJ124;D;26;22.63157895
1745AJ124;D;27;19.8192045
1745AJ124;D;28;17.00683005
1745AJ124;D;29;14.1944556
1745AJ130;WW;1;79.28083568
1745AJ130;WW;5;84.10204902
1745AJ130;WW;7;78.8790679
1745AJ130;WW;8;78.8790679
1745AJ130;WW;10;70.84371233
1745AJ130;WW;11;70.84371233
1745AJ130;WW;12;70.84371233
1745AJ130;WW;13;70.44194456
1745AJ130;WW;14;70.44194456
1745AJ130;WW;15;70.84371233
1745AJ130;WW;16;70.84371233
1745AJ130;WW;17;70.84371233
1745AJ130;WW;18;70.44194456
1745AJ130;WW;19;70.44194456
1745AJ130;WW;20;70.44194456
1745AJ130;WW;21;70.44194456
1745AJ130;WW;22;70.84371233
1745AJ130;WW;23;70.44194456
1745AJ130;WW;24;70.44194456
1745AJ130;WW;25;70.44194456
1745AJ130;WW;26;70.84371233
1745AJ130;WW;27;70.44194456
1745AJ130;WW;28;70.44194456
1745AJ130;WW;29;70.44194456
1745AJ130;WW;30;70.84371233
1745AJ130;WW;31;70.44194456
1745AJ130;WW;32;70.64282845
1745AJ130;WW;33;70.64282845
1745AJ130;WW;34;70.24106067
1745AJ130;WW;35;70.64282845
1745AJ130;WW;36;70.24106067
1745AJ131;D;1;84.50381679
1745AJ131;D;5;88.1197268
1745AJ131;D;7;84.10204902
1745AJ131;D;8;84.10204902
1745AJ131;D;10;75.66492567
1745AJ131;D;11;75.66492567
1745AJ131;D;12;76.06669345
1745AJ131;D;13;76.06669345
1745AJ131;D;14;76.06669345
1745AJ131;D;15;76.06669345
1745AJ131;D;16;66.42426677
1745AJ131;D;17;58.38891121
1745AJ131;D;18;50.75532342
1745AJ131;D;19;45.93411008
1745AJ131;D;20;41.11289675
1745AJ131;D;21;36.29168341
1745AJ131;D;22;31.47047007
1745AJ131;D;23;27.05102451
1745AJ131;D;24;23.03334673
1745AJ133;D;1;82.4949779
1745AJ133;D;5;86.11088791
1745AJ133;D;7;82.09321012
1745AJ133;D;8;82.09321012
1745AJ133;D;10;74.05785456
1745AJ133;D;11;73.65608678
1745AJ133;D;12;74.05785456
1745AJ133;D;13;73.65608678
1745AJ133;D;14;73.65608678
1745AJ133;D;15;74.05785456
1745AJ133;D;16;64.41542788
1745AJ133;D;17;55.97830454
1745AJ133;D;18;47.5411812
1745AJ133;D;19;42.71996786
1745AJ133;D;20;37.89875452
1745AJ133;D;21;32.6757734
1745AJ133;D;22;28.25632784
1745AJ133;D;23;23.83688228
1745AJ133;D;24;19.8192045
1745AJ133;D;25;16.2032945
1745AJ133;D;26;12.58738449
1745AJ133;D;27;9.373242266
1745AJ133;D;28;6.15910004
1745AJ133;D;29;3.346725593
1745AJ133;D;30;23.83688228
1745AJ133;D;31;71.24548011
1745AJ133;D;32;73.85697067
1745AJ133;D;33;73.85697067
1745AJ133;D;34;73.45520289
1745AJ133;D;35;73.85697067
1745AJ133;D;36;73.45520289
1745AJ134;D;1;86.51265569
1745AJ134;D;5;90.53033347
1745AJ134;D;7;86.51265569
1745AJ134;D;8;86.11088791
1745AJ134;D;10;77.67376456
1745AJ134;D;11;78.07553234
1745AJ134;D;12;78.07553234
1745AJ134;D;13;78.07553234
1745AJ134;D;14;77.67376456
1745AJ134;D;15;77.67376456
1745AJ134;D;16;68.43310566
1745AJ134;D;17;60.3977501
1745AJ134;D;18;52.76416231
1745AJ134;D;19;47.94294898
1745AJ134;D;20;42.71996786
1745AJ134;D;21;37.89875452
1745AJ134;D;22;33.47930896
1745AJ134;D;23;29.0598634
1745AJ134;D;24;25.44395339
1745AJ134;D;25;21.82804339
1745AJ134;D;26;18.61390117
1745AJ134;D;27;15.39975894
1745AJ134;D;28;12.58738449
1745AJ134;D;29;9.775010044
1745AJ136;D;1;84.50381679
1745AJ136;D;5;85.30735235
1745AJ136;D;7;84.10204902
1745AJ136;D;8;84.10204902
1745AJ136;D;10;75.66492567
1745AJ136;D;11;75.66492567
1745AJ136;D;12;76.06669345
1745AJ136;D;13;76.06669345
1745AJ136;D;14;75.66492567
1745AJ136;D;15;75.66492567
1745AJ136;D;16;64.41542788
1745AJ136;D;17;53.96946565
1745AJ136;D;18;47.94294898
1745AJ136;D;19;42.31820008
1745AJ136;D;20;37.49698674
1745AJ136;D;21;32.27400562
1745AJ136;D;22;27.45279229
1745AJ136;D;23;23.4351145
1745AJ136;D;24;19.8192045
1745AJ136;D;25;16.60506227
1745AJ136;D;26;13.39092005
1745AJ136;D;27;10.5785456
1745AJ136;D;28;8.167938931
1745AJ136;D;29;5.757332262
1745AJ136;D;30;26.64925673
1745AJ136;D;31;72.85255123
1745AJ136;D;32;75.46404178
1745AJ136;D;33;75.86580956
1745AJ136;D;34;75.86580956
1745AJ136;D;35;75.86580956
1745AJ136;D;36;76.26757734
1745AJ136;D;37;76.26757734
1745AJ136;D;38;75.86580956
1745AJ136;D;39;75.46404178
1745AJ136;D;40;75.46404178
1745AJ136;D;41;75.46404178
1745AJ137;D;1;88.92326235
1745AJ137;D;5;92.53917236
1745AJ137;D;7;88.52149458
1745AJ137;D;8;88.52149458
1745AJ137;D;10;80.08437123
1745AJ137;D;11;80.48613901
1745AJ137;D;12;80.08437123
1745AJ137;D;13;80.08437123
1745AJ137;D;14;80.48613901
1745AJ137;D;15;80.48613901
1745AJ137;D;16;70.44194456
1745AJ137;D;17;61.60305344
1745AJ137;D;18;53.96946565
1745AJ137;D;19;47.5411812
1745AJ137;D;20;42.31820008
1745AJ137;D;21;37.09521896
1745AJ137;D;22;32.6757734
1745AJ137;D;23;28.65809562
1745AJ137;D;24;25.04218562
1745AJ137;D;25;21.82804339
1745AJ137;D;26;19.01566894
1745AJ137;D;27;15.80152672
1745AJ137;D;28;12.98915227
1745AJ137;D;29;10.5785456
1745AJ137;D;30;30.66693451
1745AJ137;D;31;77.67376456
1745AJ137;D;32;80.28525512
1745AJ137;D;33;80.28525512
1745AJ137;D;34;80.28525512
1745AJ137;D;35;80.28525512
1745AJ137;D;36;80.28525512
1745AJ137;D;37;80.28525512
1745AJ137;D;38;79.88348734
1745AJ137;D;39;80.28525512
1745AJ137;D;40;80.28525512
1745AJ137;D;41;80.28525512
1745AJ137;D;42;79.88348734
1745AJ137;D;43;79.88348734
1745AJ138;WW;1;84.90558457
1745AJ138;WW;5;89.32503013
1745AJ138;WW;7;84.50381679
1745AJ138;WW;8;84.90558457
1745AJ138;WW;10;76.46846123
1745AJ138;WW;11;76.46846123
1745AJ138;WW;12;76.46846123
1745AJ138;WW;13;76.46846123
1745AJ138;WW;14;76.46846123
1745AJ138;WW;15;76.46846123
1745AJ138;WW;16;76.06669345
1745AJ138;WW;17;76.46846123
1745AJ138;WW;18;76.06669345
1745AJ138;WW;19;76.06669345
1745AJ138;WW;20;76.06669345
1745AJ138;WW;21;76.06669345
1745AJ138;WW;22;76.06669345
1745AJ138;WW;23;76.06669345
1745AJ138;WW;24;76.06669345
1745AJ138;WW;25;75.66492567
1745AJ138;WW;26;76.06669345
1745AJ138;WW;27;75.66492567
1745AJ138;WW;28;76.06669345
1745AJ138;WW;29;65.21896344
1745AJ140;D;1;84.90558457
1745AJ140;D;5;89.32503013
1745AJ140;D;7;84.50381679
1745AJ140;D;8;84.50381679
1745AJ140;D;10;76.46846123
1745AJ140;D;11;76.46846123
1745AJ140;D;12;76.46846123
1745AJ140;D;13;76.46846123
1745AJ140;D;14;76.46846123
1745AJ140;D;15;76.06669345
1745AJ140;D;16;66.42426677
1745AJ140;D;17;58.38891121
1745AJ140;D;18;50.75532342
1745AJ140;D;19;45.93411008
1745AJ140;D;20;41.51466452
1745AJ140;D;21;36.69345119
1745AJ140;D;22;32.27400562
1745AJ140;D;23;28.25632784
1745AJ140;D;24;24.64041784
1745AJ140;D;25;21.42627561
1745AJ140;D;26;18.61390117
1745AJ140;D;27;16.2032945
1745AJ140;D;28;13.39092005
1745AJ140;D;29;11.38208116
1745AJ140;D;30;31.87223785
1745AJ140;D;31;73.65608678
1745AJ140;D;32;76.06669345
1745AJ140;D;33;76.06669345
1745AJ140;D;34;76.06669345
1745AJ140;D;35;76.06669345
1745AJ140;D;36;76.06669345
1745AJ140;D;37;76.06669345
1745AJ140;D;38;76.46846123
1745AJ140;D;39;75.66492567
1745AJ140;D;40;76.06669345
1745AJ140;D;41;76.06669345
1745AJ140;D;42;75.66492567
1745AJ140;D;43;75.66492567
1745AJ140;D;44;76.06669345
1745AJ141;D;1;83.70028124
1745AJ141;D;5;88.92326235
1745AJ141;D;7;83.70028124
1745AJ141;D;8;83.29851346
1745AJ141;D;10;74.86139012
1745AJ141;D;11;75.26315789
1745AJ141;D;12;74.86139012
1745AJ141;D;13;75.26315789
1745AJ141;D;14;75.26315789
1745AJ141;D;15;75.26315789
1745AJ141;D;16;65.21896344
1745AJ141;D;17;56.7818401
1745AJ141;D;18;48.74648453
1745AJ141;D;19;43.12173564
1745AJ141;D;20;37.09521896
1745AJ141;D;21;31.47047007
1745AJ141;D;22;26.64925673
1745AJ141;D;23;23.03334673
1745AJ141;D;24;19.8192045
1745AJ141;D;25;16.60506227
1745AJ141;D;26;14.1944556
1745AJ141;D;27;11.78384894
1745AJ141;D;28;9.373242266
1745AJ141;D;29;7.364403375
1745AJ141;D;30;28.25632784
1745AJ141;D;31;72.04901567
1745AJ141;D;32;75.06227401
1745AJ141;D;33;74.66050623
1745AJ141;D;34;75.06227401
1745AJ141;D;35;75.46404178
1745AJ141;D;36;75.06227401
1745AJ141;D;37;75.06227401
1745AJ141;D;38;75.06227401
1745AJ141;D;39;75.06227401
1745AJ141;D;40;75.06227401
1745AJ141;D;41;75.06227401
1745AJ141;D;42;75.06227401
1745AJ141;D;43;75.06227401
1745AJ141;D;44;75.06227401
1745AJ147;WW;1;80.88790679
1745AJ147;WW;5;85.30735235
1745AJ147;WW;7;80.48613901
1745AJ147;WW;8;80.48613901
1745AJ147;WW;10;72.04901567
1745AJ147;WW;11;72.45078345
1745AJ147;WW;12;72.45078345
1745AJ147;WW;13;72.04901567
1745AJ147;WW;14;72.45078345
1745AJ147;WW;15;72.04901567
1745AJ147;WW;16;72.04901567
1745AJ147;WW;17;72.45078345
1745AJ147;WW;18;72.04901567
1745AJ147;WW;19;72.04901567
1745AJ147;WW;20;72.04901567
1745AJ147;WW;21;72.04901567
1745AJ147;WW;22;72.45078345
1745AJ147;WW;23;72.04901567
1745AJ147;WW;24;72.04901567
1745AJ147;WW;25;72.45078345
1745AJ147;WW;26;72.04901567
1745AJ147;WW;27;72.04901567
1745AJ147;WW;28;72.04901567
1745AJ147;WW;29;72.04901567
1745AJ159;D;1;87.71795902
1745AJ159;D;5;90.12856569
1745AJ159;D;7;86.91442346
1745AJ159;D;8;87.31619124
1745AJ159;D;10;78.8790679
1745AJ159;D;11;79.28083568
1745AJ159;D;12;78.8790679
1745AJ159;D;13;79.28083568
1745AJ159;D;14;78.8790679
1745AJ159;D;15;78.8790679
1745AJ159;D;16;68.83487344
1745AJ159;D;17;59.59421454
1745AJ159;D;18;51.55885898
1745AJ159;D;19;46.33587786
1745AJ159;D;20;41.51466452
1745AJ159;D;21;36.69345119
1745AJ159;D;22;32.27400562
1745AJ159;D;23;28.25632784
1745AJ159;D;24;24.64041784
1745AJ159;D;25;21.02450783
1745AJ159;D;26;18.21213339
1745AJ159;D;27;14.99799116
1745AJ159;D;28;11.78384894
1745AJ159;D;29;9.373242266
1745AJ159;D;30;29.46163118
1745AJ159;D;31;76.46846123
1745AJ159;D;32;79.07995179
1745AJ159;D;33;78.67818401
1745AJ159;D;34;78.67818401
1745AJ159;D;35;78.67818401
1745AJ159;D;36;79.07995179
1745AJ161;WW;1;82.09321012
1745AJ161;WW;5;81.69144235
1745AJ161;WW;7;81.28967457
1745AJ161;WW;8;81.69144235
1745AJ161;WW;10;72.85255123
1745AJ161;WW;11;73.254319
1745AJ161;WW;12;72.85255123
1745AJ161;WW;13;73.254319
1745AJ161;WW;14;73.65608678
1745AJ161;WW;15;73.65608678
1745AJ162;D;1;80.08437123
1745AJ162;D;5;82.09321012
1745AJ162;D;7;79.68260346
1745AJ162;D;8;79.68260346
1745AJ162;D;10;71.24548011
1745AJ162;D;11;71.24548011
1745AJ162;D;12;71.64724789
1745AJ162;D;13;71.24548011
1745AJ162;D;14;71.64724789
1745AJ162;D;15;71.24548011
1745AJ162;D;16;59.59421454
1745AJ162;D;17;49.95178787
1745AJ162;D;18;41.51466452
1745AJ162;D;19;35.88991563
1745AJ162;D;20;30.26516673
1745AJ162;D;21;25.04218562
1745AJ162;D;22;20.22097228
1745AJ167;D;1;80.48613901
1745AJ167;D;5;83.29851346
1745AJ167;D;7;80.08437123
1745AJ167;D;8;80.48613901
1745AJ167;D;10;71.64724789
1745AJ167;D;11;72.04901567
1745AJ167;D;12;72.04901567
1745AJ167;D;13;72.04901567
1745AJ167;D;14;72.04901567
1745AJ167;D;15;72.04901567
1745AJ167;D;16;62.40658899
1745AJ167;D;17;53.96946565
1745AJ167;D;18;45.93411008
1745AJ167;D;19;41.11289675
1745AJ167;D;20;36.69345119
1745AJ167;D;21;32.27400562
1745AJ167;D;22;27.85456006
1745AJ167;D;23;24.64041784
1745AJ167;D;24;21.42627561
1745AJ167;D;25;18.61390117
1745AJ167;D;26;15.80152672
1745AJ167;D;27;13.39092005
1745AJ168;D;1;89.32503013
1745AJ168;D;5;91.7356368
1745AJ168;D;7;88.92326235
1745AJ168;D;8;88.92326235
1745AJ168;D;10;80.48613901
1745AJ168;D;11;80.48613901
1745AJ168;D;12;80.48613901
1745AJ168;D;13;80.88790679
1745AJ168;D;14;80.48613901
1745AJ168;D;15;80.88790679
1745AJ168;D;16;70.04017678
1745AJ168;D;17;60.79951788
1745AJ168;D;18;52.36239454
1745AJ168;D;19;46.73764564
1745AJ168;D;20;41.11289675
1745AJ168;D;21;35.88991563
1745AJ168;D;22;31.47047007
1745AJ168;D;23;27.85456006
1745AJ168;D;24;24.64041784
1745AJ170;D;1;81.28967457
1745AJ170;D;5;85.30735235
1745AJ170;D;7;80.88790679
1745AJ170;D;8;80.88790679
1745AJ170;D;10;72.45078345
1745AJ170;D;11;72.85255123
1745AJ170;D;12;72.45078345
1745AJ170;D;13;72.85255123
1745AJ170;D;14;72.45078345
1745AJ170;D;15;72.85255123
1745AJ170;D;16;63.21012455
1745AJ170;D;17;54.77300121
1745AJ170;D;18;47.94294898
1745AJ170;D;19;42.71996786
1745AJ170;D;20;38.3005223
1745AJ170;D;21;33.07754118
1745AJ170;D;22;28.25632784
1745AJ170;D;23;23.83688228
1745AJ170;D;24;20.22097228
1745AJ170;D;25;17.00683005
1745AJ170;D;26;13.79268783
1745AJ170;D;27;10.5785456
1745AJ170;D;28;7.364403375
1745AJ170;D;29;4.953796706
1745AJ170;D;30;25.44395339
1745AJ170;D;31;70.44194456
1745AJ170;D;32;72.65166734
1745AJ170;D;33;72.24989956
1745AJ170;D;34;72.24989956
1745AJ170;D;35;72.65166734
1745AJ170;D;36;72.65166734
1745AJ170;D;37;72.65166734
1745AJ170;D;38;72.24989956
1745AJ170;D;39;72.65166734
1745AJ170;D;40;72.24989956
1745AJ170;D;41;72.24989956
1745AJ170;D;42;72.24989956
1745AJ170;D;43;72.65166734
1745AJ170;D;44;72.24989956
1745AJ175;WW;1;91.7356368
1745AJ175;WW;5;96.15508236
1745AJ175;WW;7;91.7356368
1745AJ175;WW;8;91.7356368
1745AJ175;WW;10;83.29851346
1745AJ175;WW;11;83.29851346
1745AJ175;WW;12;83.29851346
1745AJ175;WW;13;83.29851346
1745AJ175;WW;14;83.29851346
1745AJ175;WW;15;82.89674568
1745AJ175;WW;16;83.29851346
1745AJ175;WW;17;83.29851346
1745AJ175;WW;18;82.89674568
1745AJ175;WW;19;83.29851346
1745AJ175;WW;20;82.89674568
1745AJ175;WW;21;82.89674568
1745AJ175;WW;22;82.89674568
1745AJ175;WW;23;82.89674568
1745AJ175;WW;24;82.89674568
1745AJ175;WW;25;83.29851346
1745AJ175;WW;26;82.89674568
1745AJ175;WW;27;82.89674568
1745AJ175;WW;28;82.89674568
1745AJ175;WW;29;82.89674568
1745AJ175;WW;30;82.89674568
1745AJ175;WW;31;82.89674568
1745AJ175;WW;32;83.29851346
1745AJ175;WW;33;82.89674568
1745AJ175;WW;34;82.4949779
1745AJ175;WW;35;82.89674568
1745AJ175;WW;36;82.89674568
1745AJ175;WW;37;83.29851346
1745AJ175;WW;38;82.89674568
1745AJ175;WW;39;82.89674568
1745AJ175;WW;40;82.89674568
1745AJ175;WW;41;82.89674568
1745AJ175;WW;42;82.4949779
1745AJ175;WW;43;82.4949779
1745AJ175;WW;44;82.4949779
1745AJ176;D;1;86.11088791
1745AJ176;D;5;89.32503013
1745AJ176;D;7;85.70912013
1745AJ176;D;8;85.70912013
1745AJ176;D;10;77.27199679
1745AJ176;D;11;77.67376456
1745AJ176;D;12;77.27199679
1745AJ176;D;13;77.67376456
1745AJ176;D;14;77.27199679
1745AJ176;D;15;77.27199679
1745AJ176;D;16;66.82603455
1745AJ176;D;17;57.18360787
1745AJ176;D;18;49.95178787
1745AJ176;D;19;43.92527119
1745AJ176;D;20;37.89875452
1745AJ176;D;21;32.27400562
1745AJ176;D;22;27.85456006
1745AJ176;D;23;23.83688228
1745AJ176;D;24;20.62274006
1745AJ176;D;25;17.81036561
1745AJ176;D;26;15.39975894
1745AJ176;D;27;12.98915227
1745AJ176;D;28;10.98031338
1745AJ176;D;29;8.971474488
1745AJ176;D;30;29.86339896
1745AJ176;D;31;75.26315789
1745AJ176;D;32;77.47288067
1745AJ176;D;33;77.87464845
1745AJ176;D;34;77.87464845
1745AJ176;D;35;77.87464845
1745AJ176;D;36;77.87464845
1745AJ176;D;37;77.87464845
1745AJ176;D;38;77.47288067
1745AJ178;WW;1;76.46846123
1745AJ178;WW;5;80.48613901
1745AJ178;WW;7;76.06669345
1745AJ178;WW;8;76.06669345
1745AJ178;WW;10;68.03133789
1745AJ178;WW;11;68.03133789
1745AJ178;WW;12;68.03133789
1745AJ178;WW;13;68.03133789
1745AJ178;WW;14;68.03133789
1745AJ178;WW;15;67.62957011
1745AJ178;WW;16;67.62957011
1745AJ178;WW;17;68.03133789
1745AJ178;WW;18;67.62957011
1745AJ178;WW;19;68.03133789
1745AJ178;WW;20;67.62957011
1745AJ178;WW;21;67.62957011
1745AJ178;WW;22;67.62957011
1745AJ179;D;1;87.71795902
1745AJ179;D;5;91.33386902
1745AJ179;D;7;86.91442346
1745AJ179;D;8;87.31619124
1745AJ179;D;10;78.8790679
1745AJ179;D;11;79.28083568
1745AJ179;D;12;79.28083568
1745AJ179;D;13;78.8790679
1745AJ179;D;14;79.28083568
1745AJ179;D;15;79.28083568
1745AJ179;D;16;70.04017678
1745AJ179;D;17;62.00482121
1745AJ179;D;18;54.37123343
1745AJ179;D;19;50.35355564
1745AJ179;D;20;45.53234231
1745AJ179;D;21;41.11289675
1745AJ179;D;22;37.09521896
1745AJ179;D;23;33.47930896
1745AJ179;D;24;29.86339896
1745AJ179;D;25;27.05102451
1745AJ179;D;26;23.83688228
1745AJ179;D;27;21.42627561
1745AJ179;D;28;18.61390117
1745AJ179;D;29;16.2032945
1745AJ179;D;30;36.69345119
1745AJ179;D;31;76.87022901
1745AJ181;D;1;86.11088791
1745AJ181;D;5;90.53033347
1745AJ181;D;7;85.70912013
1745AJ181;D;8;85.70912013
1745AJ181;D;10;77.67376456
1745AJ181;D;11;77.67376456
1745AJ181;D;12;77.27199679
1745AJ181;D;13;77.27199679
1745AJ181;D;14;77.27199679
1745AJ181;D;15;77.67376456
1745AJ181;D;16;68.43310566
1745AJ181;D;17;59.99598232
1745AJ181;D;18;51.96062676
1745AJ181;D;19;46.33587786
1745AJ181;D;20;41.11289675
1745AJ183;D;1;87.71795902
1745AJ183;D;5;90.12856569
1745AJ183;D;7;87.31619124
1745AJ183;D;8;87.31619124
1745AJ183;D;10;78.8790679
1745AJ183;D;11;78.8790679
1745AJ183;D;12;78.8790679
1745AJ183;D;13;78.8790679
1745AJ183;D;14;79.28083568
1745AJ183;D;15;78.8790679
1745AJ183;D;16;69.23664122
1745AJ183;D;17;60.3977501
1745AJ183;D;18;53.96946565
1745AJ183;D;19;49.14825231
1745AJ183;D;20;44.72880675
1745AJ183;D;21;39.50582563
1745AJ183;D;22;35.48814785
1745AJ183;D;23;31.47047007
1745AJ183;D;24;27.85456006
1745AJ183;D;25;25.04218562
1745AJ183;D;26;22.22981117
1745AJ183;D;27;19.8192045
1745AJ183;D;28;17.00683005
1745AJ183;D;29;14.99799116
1745AJ183;D;30;35.48814785
1745AJ183;D;31;76.46846123
1745AJ183;D;32;79.07995179
1745AJ183;D;33;78.67818401
1745AJ183;D;34;79.07995179
1745AJ184;D;1;89.32503013
1745AJ184;D;5;90.93210125
1745AJ184;D;7;88.92326235
1745AJ184;D;8;88.92326235
1745AJ184;D;10;80.48613901
1745AJ184;D;11;80.88790679
1745AJ184;D;12;80.48613901
1745AJ184;D;13;80.48613901
1745AJ184;D;14;80.48613901
1745AJ184;D;15;80.48613901
1745AJ184;D;16;70.44194456
1745AJ184;D;17;61.20128566
1745AJ184;D;18;53.16593009
1745AJ184;D;19;47.5411812
